name,prefecture_code,address,access,description,period,checkin,checkout,phone,contact_link
岩尾内湖白樺キャンプ場,1,北海道士別市朝日町岩尾内,道央自動車道・士別剣淵ICより39km、車で約70分。,管理棟、オートフリーサイト(約200台)、炊事場、温水シャワー、売店、自動販売機、ランドリー、水洗トイレなど,シーズン営業5月上旬～10月末まで,フリー,フリー,,
ナウマン公園キャンプ場,1,北海道中川郡幕別町忠類白銀町390-4,帯広広尾自動車道・中札内ICより23km、車で約25分。,テント専用サイト(約20張)、炊事場、バーベキュー場、自動販売機、遊具、パークゴルフ場、水洗トイレなど,シーズン営業5月1日～11月3日まで,フリー,フリー,,
西神楽公園キャンプ場,1,北海道旭川市西神楽南1条1西神楽公園内,道央自動車道・旭川鷹栖ICより17km、車で約30分。,管理棟、テント専用サイト(約20張)、炊事場、遊具、東屋、トイレなど,シーズン営業7月1日～8月末まで,フリー,フリー,,
川下海浜施設,1,北海道石狩市浜益区川下15-2先,道央自動車道・滝川ICより61km、車で約85分。,管理棟、テント専用サイト(約300張)、炊事場、水洗トイレなど,シーズン営業5月上旬～10月末まで,フリー,フリー,,
かもめ島キャンプ場,1,北海道檜山郡江差町鴎島,道央自動車道・大沼公園ICより70km、車で約80分。,テント専用サイト(約50張)、水場、シャワー(冷水)、水洗トイレなど,シーズン営業7月中旬～8月中旬まで,フリー,フリー,,
稚内森林公園キャンプ場,1,北海道稚内市ヤムワッカナイ,"国道40号線から：約3.5km
　道道から：約1.5km
　市街から：約2.0km
　稚内駅から：約3.0km",テント専用サイト(約100張)、炊事場、野外炉、水洗トイレなど,シーズン営業5月1日～10月末まで,フリー,フリー,,
きりたっぷ岬キャンプ場,1,北海道厚岸郡浜中町湯沸41,釧路市中心部からおよそ82km、車で約1時間半。,管理棟、テント専用サイト(約100張)、バンガロー(18棟)、炊事場、簡易水洗トイレ、ランドリー、ドッグラン、ゴミステーション、など,シーズン営業6月中旬～10月中旬まで,14:00,12:00,,
湯の沢水辺公園,1,北海道北斗市茂辺市ノ渡462-1,道央自動車道・大沼公園ICより40km、車で約50分。,オートサイト(35区画)、炊事場、水洗トイレなど,シーズン営業4月中旬～11月上旬まで,フリー,フリー,,
呼人浦キャンプ場,1,北海道網走市呼人,網走市中心部からおよそ5.5km、車で約10分。,テント専用サイト(約100張)、炊事場、水洗トイレ,シーズン営業4月下旬～9月下旬まで,フリー,フリー,,
旭川市21世紀の森ふれあい広場,1,北海道旭川市東旭川町瑞穂904,道央自動車道・旭川北ICより28km、車で約55分。,テント専用サイト(約50張)、水場、多目的広場、水洗トイレなど,シーズン営業5月下旬～11月上旬まで,16:00,10:00,,
黄金岬キャンプ場,1,北海道留萌市大町,深川留萌自動車道・留萌大和田ICより9km、車で約15分。,テント専用サイト(約20張)、炊事場、自動販売機、水洗トイレ,シーズン営業4月下旬～10月上旬まで,フリー,フリー,,
来止臥野営場,1,北海道釧路郡釧路町昆布森来止臥,釧路市役所よりおよそ20㎞、車で約35分。,オートフリーサイト(約100台)、炊事場、トイレなど,シーズン営業7月中旬～10月下旬まで,フリー,フリー,,
道営野塚野営場,1,北海道積丹郡積丹町野塚町浜中,札樽自動車道・小樽ICより61km、車で約80分。,テント専用サイト(約100張)、炊事場、水洗トイレなど,シーズン営業5月上旬～10月末まで,フリー,フリー,,
北村中央公園ふれあい広場,1,北海道岩見沢市北村赤川156-1,道央自動車道・岩見沢ICより12.5㎞、車で約20分。,管理棟、テント専用サイト(約100張)、炊事場、自動販売機、遊具、水洗トイレなど,シーズン営業4月29日～10月31日まで,フリー,フリー,,
層雲峡野営場,1,北海道上川郡上川町層雲峡,旭川紋別自動車道・上川層雲峡ICより21km、車で約20分。,管理棟、テント専用サイト(約20張)、炊事場、水洗トイレなど,シーズン営業7月上旬～9月末まで,フリー,フリー,,
ウスタイベ千畳岩キャンプ場,1,北海道枝幸郡枝幸町岬町,道央自動車道・士別剣淵ICより123km、車で約2時間。,オートサイト(フリー約150台)、炊事場、多目的広場、トイレなど,シーズン営業6月1日～10月末まで,フリー,フリー,,
サホロ湖キャンプ場,1,北海道上川郡新得町新内サホロ湖,道東自動車道・十勝清水ICより27km、車で約45分。,テント専用サイト(約500張)、炊事場、ファイヤーサークル、多目的広場、遊具、水洗トイレなど,シーズン営業5月1日～10月末まで,フリー,フリー,,
アルトリ岬キャンプ場,1,北海道伊達市南有珠町107,道央自動車道・伊達ICより12km、車で約20分。,テント専用サイト(約20張)、炊事場、トイレなど,シーズン営業4月下旬～10月末まで,フリー,フリー,,
札内川園キャンプ場,1,北海道河西郡中札内村南札内713,帯広広尾自動車道・芽室帯広ICより53km、車で約65分。,管理棟、オートサイト(約50台)、宿泊棟、売店、自動販売機、カフェ、レストラン、炊事場、バーベキューハウス、温水シャワー、トイレ、遊具広場、テニスコート、パークゴルフ場など,シーズン営業4月上旬～10月下旬まで(ご利用前に現へお問い合わせください。),フリー(宿泊施設は15:00または17:00),フリー,,
賀老高原キャンプ場,1,北海道島牧郡島牧村賀老,黒松内新道・黒松内ICより65km、車で約100分。,テント専用サイト(約100張)、炊事場、トイレなど,シーズン営業6月下旬～10月下旬まで,フリー,フリー,,
チミケップ湖キャンプ場,1,北海道網走郡津別町沼沢204-1,北見市中心部よりおよそ24km、車で約45分。,テント専用サイト(約30張)、炊事場、水洗トイレ,シーズン営業5月中旬～10月末まで(ご利用前にご確認お願いします),フリー,フリー,,
旭川市春日青少年の家,1,北海道旭川市江丹別町春日84,道央自動車道・旭川鷹栖ICより8km、車で約15分。,管理棟、テントサイト、炊事場、水洗トイレなど,シーズン営業5月1日～10月末まで,フリー,フリー,,
若者の郷グリーンパークキャンプ場,1,北海道旭川市江丹別町清水,道央自動車道・旭川鷹栖ICより21km、車で約30分。,管理棟、テント専用サイト(約27張)、炊事場、野外炉、ファイヤーサークル、多目的広場、水洗トイレ、展望台など,シーズン営業5月1日～10月末まで(ロッジは4月1日～11月末まで),9:00(ロッジは16:00),17:00,,
神楽岡公園少年キャンプ村,1,北海道旭川市神楽岡公園内,道央自動車道・旭川鷹栖ICより10km、車で約20分。JR旭川駅より徒歩25分。,テント専用サイト(約20張)、炊事場、温水シャワー、休憩所、遊具、トイレなど,シーズン営業7月1日～8月末まで,フリー,フリー,,
上芦別公園,1,北海道芦別市上芦別町,道央自動車道・滝川ICより31km、車で約45分。,テント専用サイト(約30張)、洗い場、トイレなど,シーズン営業5月1日～10月末まで,フリー,フリー,,
羊蹄山半月湖野営場,1,北海道虻田郡倶知安町高嶺,札幌自動車道・小樽ICより69km、車で約80分。,テント専用サイト(約10張)、洗い場、水洗トイレなど,シーズン営業6月上旬～10月下旬(積雪の状況により変動あり),フリー,フリー,,
徳舜瞥山麓キャンプ場,1,北海道伊達市大滝区上野町,道央自動車道・白老ICより30km、車で約45分。,テント専用サイト(約70張)、炊事場、多目的広場、水洗トイレなど,シーズン営業5月下旬～10月下旬まで,フリー,フリー,,
湯本温泉野営場,1,北海道磯谷郡蘭越町湯里680-15,道央自動車道・黒松内南ICより44km、車で約45分。,テント専用サイト(約50張)、炊事場、トイレなど,シーズン営業7月上旬～10月下旬まで,フリー,フリー,,
田島公園キャンプ場,1,北海道雨竜郡沼田町旭町,深川留萌自動車道・沼田ICより4.3km、車で10分以内。,テント専用サイト(約20張)、炊事場、多目的広場、遊具、水洗トイレなど,シーズン営業5月1日～10月15日まで,フリー,フリー,,
北竜町金比羅公園キャンプ場,1,北海道雨竜郡北竜町三谷104-3,深川沼田道路・秩父別ICより15km、車で約20分。,テント専用サイト(約30張)、炊事場、野外炉、多目的広場、休憩場、トイレなど,シーズン営業5月1日～10月末まで,フリー,フリー,,
ほろかない湖公園,1,北海道雨竜郡幌加内町雨煙内,道央自動車道・和寒ICより31km、車で約1時間。,管理棟、オートサイト(2台)、テントサイト(約10張)、炊事場、バーベキューハウス、水洗トイレなど,シーズン営業5月上旬～10月下旬まで,フリー,フリー,,
浦河町オロマップキャンプ場,1,北海道浦河郡浦河町西舎,帯広広尾自動車道・更別ICより99km、車で約2時間。,オートサイト(フリー100)、炊事場、トイレなど,シーズン営業7月1日～8月末まで,フリー,フリー,,
賽の河原キャンプ場,1,北海道奥尻郡奥尻町稲穂,瀬棚港フェリーターミナルよりフェリー乗船(約41km)、ハートランドフェリー奥尻にて下船後11km、車で約25分。,テント専用サイト(約50張)、炊事場、自動販売機、レストラン、水洗トイレなど,シーズン営業4月下旬～10月末まで,フリー,フリー,,
北追岬キャンプ場,1,北海道奥尻郡奥尻町湯ノ浜,瀬棚港フェリーターミナルよりフェリー乗船(約41km)、ハートランドフェリー奥尻にて下船後19km、車で約45分。,テント専用サイト(約50張)、炊事場、水洗トイレなど,シーズン営業4月下旬～10月末まで,フリー,フリー,,
緑とロックの広場,1,北海道茅部郡森町霞台,東欧自動車道・森ICより10km、車で約25分。,テント専用サイト(約100張)、炊事場、バーベキュー場、野外炉、多目的広場、トイレなど,シーズン営業4月下旬～10月末まで,フリー,フリー,,
利根別自然公園キャンプ場,1,北海道岩見沢市緑が丘243,道央自動車道・岩見沢ICより2.5㎞、車で約10分。,テント専用サイト(約30張)、炊事場、トイレなど,シーズン営業4月21日～10月31日まで,フリー,フリー,,
熊戻野営場,1,北海道久遠郡せたな町北檜山区小倉山,道央自動車道・国縫ICより58㎞、車で約75分。,オートフリーサイト(約10台)、炊事場、休憩所、トイレなど,シーズン営業7月中旬～10月末まで,フリー,フリー,,
上砂川奥沢キャンプ場,1,北海道空知郡上砂川町西山43-7,道央自動車道・奈井江砂川ICより14㎞、車で約20分。,管理棟、テント専用サイト(約20張)、ログハウス、炊事場、ファイヤーサークル、水洗トイレなど,シーズン営業5月第2週～10月15日まで,12:00,10:00,,
釧路市音別町憩いの森,1,北海道釧路市音別町音別原野基線188,釧路市中心部よりおよそ59km、車で約1時間半。,管理棟、テント専用サイト(約50張)、バンガロー、炊事場、バーベキューハウス、多目的広場、トイレなど,シーズン営業5月1日～10月末まで,フリー(宿泊施設は15:00),フリー(宿泊施設は11:00),,
前浜海水浴場,1,北海道古宇郡神恵内村,札樽自動車道・小樽ICより78km、車で約1時間半。,テント専用サイト(約100張)、炊事場、温水シャワー、水洗トイレなど,シーズン営業7月中旬～8月中旬まで,フリー,フリー,,
盃野営場,1,北海道古宇郡泊村興志内村茂岩,札樽自動車道・小樽ICより74km、車で約1時間半。,テント専用サイト(約20張)、炊事場、水洗トイレ,シーズン営業6月上旬～10月中旬まで,フリー,フリー,,
士別市日向森林公園キャンプ場,1,北海道士別市多寄町日向,道央自動車道・士別剣淵ICより18km、車で約30分。,管理棟、テント専用サイト(約100張)、炊事場、トイレなど,シーズン営業5月10日～10月15日まで,フリー(宿泊施設は16:00),フリー(宿泊施設は10:00),,
天塩岳キャンプ場,1,北海道士別市朝日町天塩岳山麓,旭川紋別自動車道・比布北ICより46km、車で約2時間。,管理棟、オートフリーサイト(約50台)、ヒュッテ、炊事場、トイレなど,シーズン営業5月下旬～10月中旬まで,フリー,フリー,,
つくも水郷公園キャンプ場,1,北海道士別市東7条北9,道央自動車道・士別剣淵ICより7km、車で約20分。,テント専用サイト(約30張)、炊事場、遊具、多目的広場、水洗トイレなど,シーズン営業5月下旬～10月中旬まで,フリー,フリー,,
はまなす交流広場キャンプ場,1,北海道枝幸郡枝幸町岡島,道央自動車道・士別剣淵ICより124km、車で約2時間。,オートサイト(12区画)、炊事場、芝生広場、水洗トイレ(隣接施設利用)など,シーズン営業6月1日～10月末まで,フリー,フリー,,
うたのぼり健康回復村ふれあいの森キャンプ場,1,北海道枝幸郡枝幸町歌登辺毛内,道央自動車道・士別剣淵ICより112km、車で約2時間。,管理棟、オートフリーサイト(約20台)、炊事場、トイレなど,シーズン営業5月中旬～10月末まで,フリー,フリー,,
室蘭岳山麓総合公園自由広場,1,北海道室蘭市香川町224-1,道央自動車道・室蘭ICより8㎞、車で約15分。,"受付棟、テント専用サイト、炊事場、休憩場、研修室、テニスコートほか運動施設、水洗トイレなど
",シーズン営業4月21日～10月末まで,フリー,フリー,,
知内町ファミリースポーツ広場キャンプ場,1,北海道上磯郡知内町元町,道央自動車道・大沼公園ICより63㎞、車で約70分。,テント専用サイト(約100張)、炊事場、野外炉、遊具、多目的広場、東屋、トイレなど,シーズン営業4月末～10月末まで,フリー,フリー,,
イカリカイ駐車公園,1,北海道上磯郡知内町小谷石,道央自動車道・大沼公園ICより71km、車で約1時間半。,テント専用サイト(約20張)、水場、水洗トイレなど,シーズン営業4月下旬～11月末まで,フリー,フリー,,
知内町農村公園,1,北海道上磯郡知内町湯の里,道央自動車道・大沼公園ICより54km、車で約1時間。,テント専用サイト(約50張)、炊事場、トイレなど,シーズン営業4月中旬～10月末まで,フリー,フリー,,
十勝ダムキャンプ場,1,北海道上川郡新得町屈足トムラウシ,道東自動車道・十勝清水ICy利36km、車で約50分。,テント専用サイト(約100張)、炊事場、トイレなど,シーズン営業5月1日～10月末まで,フリー,フリー,,
狩勝高原キャンプ場,1,北海道上川郡新得町新内狩勝高原,道東自動車道・十勝清水ICより25km、車で約30分。,テント専用サイト(約200張)、炊事場、トイレなど,シーズン営業5月1日～10月末まで,フリー,フリー,,
三笠山自然公園キャンプ場,1,北海道上川郡和寒町三笠,道央自動車道・和寒ICより1.5km、車で5分以内。,管理棟、テント専用サイト(約20張)、バンガロー、炊事場、自動販売機、遊具、トイレなど,シーズン営業5月中旬～10月末まで,フリー(宿泊施設は13:00),フリー(宿泊施設は10:00),,
鷹泊自然公園,1,北海道深川市鷹泊,道央自動車道・深川ICより37km、車で約1時間。,オートフリーサイト(約20台)、水場、野外炉、水洗トイレ,シーズン営業6月上旬～10月中旬まで,フリー,フリー,,
暑寒野営場,1,北海道増毛郡増毛町暑寒沢830,深川留萌自動車道・留萌大和田ICより34km、車で約55分。,テント専用サイト(約20張)、水洗トイレ,シーズン営業6月下旬～10月上旬まで,フリー,フリー,,
雄冬キャンプ場,1,北海道増毛郡増毛町雄冬,深川留萌自動車道・留萌大和田ICより46ｋｍ、車で約1時間。,テント専用サイト(約15張)、炊事場、水洗トイレなど,シーズン営業5月下旬～10月上旬まで,フリー,フリー,,
帯広市岩内自然の村,1,北海道帯広市岩内70,帯広広尾自動車道・芽室帯広ICより50km、車で約70分。,管理棟、テント専用サイト(約100張)、炊事場、温水シャワー、多目的広場、トイレなど,シーズン営業6月1日～10月31日まで,13:00～17:00,12:00,,
中川町森林公園キャンプ場,1,北海道中川郡中川町中川,道央自動車道・士別剣淵ICより106km、車で約1時間40分。,テント専用サイト(約30張)、ログハウス、多目的広場、トイレなど,シーズン営業5月1日～10月31日,フリー,フリー,,
長節湖キャンプ場,1,北海道中川郡豊頃町長節,道東自動車道・池田ＩＣより49ｋｍ、車で約70分。,管理棟、テント専用サイト(約100張)、炊事場、売店、トイレなど,シーズン営業7月上旬～8月中旬,フリー,11:00,,
本別町静山キャンプ場,1,北海道中川郡本別町東町,道東自動車道・本別ICより6km、車で約10分。,管理棟、テント専用サイト(約200張)、バンガロー、炊事場、売店、自動販売機、アスレチック遊具、ボート、ゴーカート、水洗トイレなど,シーズン営業6月1日～9月末まで,フリー,フリー※宿泊施設はイン14:00～17:00,,
ふるさとの森森林公園キャンプ場,1,北海道天塩郡幌延町幌延101,天塩町役場からおよそ21km、車で約25分。,テント専用サイト(約80張)、炊事場、自動販売機、遊具、トイレなど,シーズン営業5月1日～10月末まで,フリー,フリー,,
大平海岸,1,北海道島牧郡島牧村大平,黒松内新道・黒松内ICより45km、車で約50分。,テント専用サイト、炊事場、トイレなど,シーズン営業7月～8月まで,フリー,フリー,,
朝日公園キャンプ場,1,北海道苫前郡羽幌町朝日,深川留萌自動車道・留萌大和田ICより59㎞、車で約70分。,管理棟、テント専用サイト(約30張)、炊事場、ファイヤーサークル、トイレなど,シーズン営業5月1日～9月末まで,フリー,フリー,,
東山樹園,1,北海道苫前郡初山別村有明,羽幌町役場からおよそ11km、車で約15分。,テント専用サイト(約50張)、野外炉(U字溝)、トイレ,シーズン営業5月中旬～10月末まで,フリー,フリー,,
川汲公園,1,北海道函館市川汲町2085,道央自動車道・大沼公園ICより50km、車で約1時間。,管理棟、テント専用サイト(約30張)、トイレ,シーズン営業5月1日～11月末まで,フリー,フリー,,
我路公園キャンプ場,1,北海道美唄市東美唄町番町,道央自動車道・美唄ICより5.5km、車で約10分。,管理棟、テント専用サイト(約60張)、炊事場、遊具、トイレなど,シーズン営業5月～10月下旬まで,フリー,フリー,,
おんねゆ温泉つつじ公園キャンプ場,1,北海道北見市留辺蘂町花丘,北見市中心部よりおよそ33km、車で約45分。,テント専用サイト(約100張)、炊事場、多目的広場、遊具、トイレなど,シーズン営業5月1日～10月末まで,フリー,フリー,,
上磯ダム公園,1,北海道北斗市戸切21-12,道央自動車道・大沼公園ICより25km、車で約40分。,管理棟、テント専用サイト(約200張)、炊事場、ファイヤーサークル、水洗トイレなど,シーズン営業4月中旬～11月上旬まで,フリー,フリー,,
天塩岳道立自然公園ウエンシリキャンプ場,1,北海道紋別郡西興部村上藻,旭川紋別自動車道・浮島ICより56km、車で約85分。,オートフリーサイト(約60台)、バンガロー、トイレ,シーズン営業5月上旬～10月下旬まで,フリー,フリー,,
西興部森林公園キャンプ場,1,北海道紋別郡西興部村西興部82,紋別自動車道・浮島ICより66km、車で約100分。,管理棟、テント専用サイト(約30張)、ログハウス、炊事場、野外炉、自動販売機、アスレチック遊具、水洗トイレなど,シーズン営業4月下旬～10月末まで,15:00,10:00,,
浜中モイレ海水浴場,1,北海道余市郡余市町浜中町海浜,札樽自動車道・小樽ICより23km、車で約35分。,管理棟、テント専用サイト、炊事場、温水シャワー、トイレなど,シーズン営業7月中旬～8月中旬まで,フリー,フリー,,
様似ダムキャンプ場,1,北海道様似郡様似町新富,日高自動車道・日高門別ICより99km、車で約2時間。,テント専用サイト(約20～30張)、炊事場、ファイヤーサークル、水場(飲用不可)、トイレ(汲取り式)、など,通年営業,フリー,フリー,,
利尻島ファミリーキャンプ場ゆ～に,1,北海道利尻郡利尻富士町鴛泊栄町,利尻島・鴛泊港より2km、車で約5分。,管理棟、テント専用サイト(約30張)、宿泊棟、炊事場、自動販売機、多目的広場、水洗トイレなど,シーズン営業5月1日～10月31日まで,14:00～19:00,7:00～10:00,,
神居岩公園グリーンスポーツキャンプ場,1,北海道留萌市マサリベツ,深川留萌自動車道・留萌大和田ICより7km、車で15分。,管理棟、テント専用サイト(約30張)、炊事場、自動販売機、アスレチック遊具、パークゴルフコース、トイレなど,シーズン営業5月下旬～10月下旬まで,フリー,フリー,,
厚沢部町土橋自然観察教育林・レクの森,1,北海道檜山郡厚沢部町緑町,道央自動車道・大沼公園ICより56km、車で約1時間。,管理棟、テント専用サイト(約30張)、バンガロー、炊事場、自動販売機、バーベキュー場、アスレチック遊具、森林展館、水洗トイレなど,シーズン営業4月上旬～10月下旬まで,フリー(宿泊施設は13:00～16:00),フリー(宿泊施設は10:00),,
夷王山キャンプ場,1,北海道檜山郡上ノ国町勝山,道央自動車道・大沼公園ICより82km、車で約1時間半。,オートサイト(フリー10台)、テント専用サイト(約50張)、炊事場、多目的広場、遊具広場、トイレなど,シーズン営業5月1日～10月末まで,フリー,フリー,,
はぼろサンセットビーチ,1,北海道苫前郡羽幌町港町5-16番先,深川留萌自動車道・留萌大和田ICより67㎞、車で約65分。,管理棟、テント専用サイト(約300張)、炊事場、レストラン、温水シャワー、遊具、自動販売機、水洗トイレなど,シーズン営業7月上旬～8月中旬まで,13:00,10:00,,
ゴールデンビーチるもい,1,北海道留萌市沖見町崎,"電車/ＪＲ留萌駅からバスで20分、ＪＲ瀬越駅から徒歩10分
車/留萌市街より10分弱","砂は無料、芝の有料サイト有り
トイレ/バリアフリートイレ有
休憩所/海の家3軒有
シャワー/有(温水)※北監視棟3分300円、南監視棟3分300円
更衣室/有
ＢＢＱ/可
ゴミ捨て場/有
","シーズン営業7/12～8/24
10時～16時",フリー,フリー,,
